案例标题,案例编号,公司,DOI,学科,行业,案例来源,案例类型,适用对象,出版时间,第一作者,其他作者,语种,关键字,案例标签,文章页数,教参页数,案例摘要
思乐得：一个中小制造业企业的信息化实践,FDC-21019-1X-CC,上海思乐得公司,doi.org/10.12156/FUDAN.CASE202101901,信息技术,制造,复旦大学管理学院,标准案例,"MBA,EMBA,高层管理",2021-10-14,凌鸿,"邱肃川,闵乾 ",中文,"IT,信息化,数据化,协同化,智能化,思乐得","科创,数字中国",17,5,"思乐得是一家中小型制造业企业，专注于不锈钢保温器皿制品领域。自2005年张斌担任总经理后，思乐得在无大资金投入、无足够IT人员、管理人员信息化意识不强，且每一个信息化项目都要求看到实际效果的背景下，持续开启四个阶段的信息化建设，为公司的稳健发展提供了源源不断的动力。本案例通过探讨思乐得的信息化实践，可为走向数字化时代的广大中小企业提供借鉴。
"
智己汽车之破壁竞争,FDC-21020-1X-CC,智己公司,doi.org/10.12156/FUDAN.CASE202102001,战略,新能源,复旦大学管理学院,标准案例,"MBA,EMBA,高层管理",2021-10-14,古定威,张春依,中文,"新能源汽车,市场,竞争,战略,智己",科创,16,10,智己汽车是上汽集团旗下最高端的电动车品牌，由上汽集团、张江集团和阿里巴巴分别以54%、18%、18%的股权比例出资，注册资本100亿元。智己通过推出创新的CSOP用户数据权益计划和“高端、智能、共创”的产品定位与当前市场中的主要竞争对手进行差异化竞争。在量产之前，智己即售罄全部3000个预订名额，取得了一定的战略效果。智己的市场进入战略和企业竞争战略具有较为鲜明的特征，具有一定的借鉴参考价值。
用资本换时间——埃夫特的海外技术并购之路,FDC-21021-1X-CC,埃夫特智能,doi.org/10.12156/FUDAN.CASE202102101,"信息技术,运营与管理科学",高端装备,复旦大学管理学院,标准案例,"MBA,EMBA,高层管理",2021-10-14,卢向华,邹玉凤,中文,"海外并购,技术并购,技术创新,技术融合,并购管理,埃夫特",科创,14,13,成立于2007年的国内机器人企业埃夫特孵化自奇瑞汽车公司。以许礼进、游玮为代表的埃夫特创业团队从汽车行业转行做机器人时，在技术上可谓白手起家，但考虑到瞬息万变的机器人市场很难容许一个初创企业有充足的时间成长，争取时间不仅关系到企业的发展甚至是生存，团队决定用资本换时间即海外并购方式获得所需技术。本案例希望探讨在技术研发的道路中，企业如何运用并购方式实现弯道超车。
优刻得：巨头重围中的云计算探路者,FDC-21022-1X-CC,优刻得UCloud,doi.org/10.12156/FUDAN.CASE202102201,战略,新一代信息技术,复旦大学管理学院,标准案例,"MBA,EMBA,高层管理",2021-10-29,孙金云,"张洁友,文庆盈",中文,"创业,云计算,大数据,人工智能,战略","科创,数字中国",12,19,优刻得( UCloud ) 2012年创立于上海，主要从事公有云IaaS业务，其创始团队来自腾讯、华为等知名互联网与IT企业。2020年1月，优刻得正式在科创板上市。本案例描述了优刻得作为一家云计算创业公司，如何在巨头竞争对手环伺的背景下逐渐发展壮大的历程。案例重点围绕优刻得团队追求做大规模的目标，讨论如何在互联网行业和传统行业之间进行权衡的战略选择。
汇纳科技：推动购物中心的数字化转型,FDC-21023-1X-CC,汇纳科技,doi.org/10.12156/FUDAN.CASE202102301,"战略,信息技术",新一代信息技术,复旦大学管理学院,标准案例,MBA,2021-10-29,窦一凡,王家，林舒扬，陈扬波,中文,"客流计租模式,大数据,软件服务,数字化转型","科创,数字中国",13,13,数字化技术的不断成熟，使得各大购物中心都有条件采集更高维度和更细粒度的数据进行分析，用于商圈和品牌的各种经营决策。成立于2004年的汇纳科技作为客流统计这一领域的领跑者，正在积极布局“汇客云”智能系统和服务，从硬件提供商逐渐转型。然而，客流统计市场正在面临来自其他领域巨头的冲击，同时一场疫情又让数字化转型的发展势头被遏制。汇纳科技应当如何面对未来的而挑战？
梦饷：新型电商的突破创新,FDC-21024-1X-CC,梦饷集团,doi.org/10.12156/FUDAN.CASE202102401,信息技术,互联网/信息/通讯,复旦大学管理学院,标准案例,MBA,2021-10-29,李根,,中文,"梦饷,社交电商,模式创新,SaaS",数字中国,16,16,梦饷集团致力于提供电子商务的基础设施，基于软件即服务（Software-as-a-Service）的模式，将供应商、店主和客户通过信息系统进行连接，为店主提供数字化的供应链解决方案。梦饷以品牌库存为切入点提供高性价比商品的销售渠道，在为店主创造工作机会的同时，也满足了广大消费者多样化的需求。本案例旨在阐述我国社交化电商公司的运营模式以及遇到的难题与挑战。
明新旭腾的“第二条曲线”,FDC-21025-1X-CC,明新旭腾,doi.org/10.12156/FUDAN.CASE202102501,战略,制造,复旦大学管理学院,标准案例,"MBA,EMBA,高层管理",2021-10-29,孙金云,,中文,"皮革制造,第二条曲线,市场,战略,明新旭腾",,16,13,经过16年的发展，明新旭腾从传统的家族式皮革作坊成长为一家为汽车座椅面套提供真皮与合成革材料的上市公司。近10年中国汽车工业的腾飞促成了明新旭腾成长的“第一条曲线”，然而，面对汽车内需增量的拐点与车企日益增长的降本需求、部分造车新势力“去皮化”的呼声，以及中国政府越来越严苛的环保要求，创始人庄君新又一次站在了选择的十字路口。
梦饷：模仿与创新,FDC-21026-1X-CC,梦饷集团,doi.org/10.12156/FUDAN.CASE202102601,"市场营销,服务管理",互联网/信息/通讯,复旦大学管理学院,标准案例,MBA,2021-11-25,张喆,张春依，谌兆洁,中文,"运营服务,社交电商,商业模式,梦饷","科创,中国式现代化",13,18,梦饷集团基于BaaS模式，一方面为流量所有者（店主）提供最小业务单元的基础设施，另一方面为企业、货主提供线上店铺以及一体化商品与服务结合的数字化解决方案。截至2021年11月，梦饷集团电商平台吸引了超10000家国内外知名品牌和商家入驻，通过私域流量分销商品的店主已达200万。本案例关注于梦饷的商业模式的适应性创新，并思考在商业模式的战略选择中如何通过ESG理念策略和基于数据赋能的平台生态构建实现可持续发展。
金融科技赋能互联网银行，创新业务模式助力乡村振兴,FDC-21027-1X-CC,网商银行,doi.org/10.12156/FUDAN.CASE202102701,信息技术,金融/保险,复旦大学管理学院,标准案例,MBA,2021-12-01,罗妍,王小环，周宁宇,中文,"金融科技,金融市场,乡村金融,互联网,风险管理,网商银行","科创,中国式现代化",14,15,随着农村数字化的推进以及金融科技的应用，高效低成本地获取农业生产经营数据成为可能。网商银行依托科技与金融的结合，摸索出以普惠和科技为特色的农村金融发展新路径，并在实践中推广县域数字普惠金融、产业金融创新及平台金融等业务模式，尝试为发展农村金融这一世界级难题提供新解法。
杨扬的创业梦想：北冰南展，路在何方？,FDC-21028-1X-CC,星扬体育,doi.org/10.12156/FUDAN.CASE202102801,市场营销,艺术/娱乐/体育/休闲,复旦大学管理学院,标准案例,"MBA,EMBA,高层管理",2021-12-02,裘理瑾,张洁友，胡昊,中文,"体育培训品牌,服务创新,服务质量,人员管理,星扬体育",,18,12,作为一名奥运冠军转型的创业者，杨扬创立的星扬体育公司一直坚持专业定位，将其贯穿到教练发展、教学体系设计、品牌营销、学员培养的全流程中。但让杨扬困惑的是，纵观行业竞争者的发展历程，要想更好地生存下来，最终似乎离不开市场化的扩张之路。如何平衡专业化优势和市场化规模，成为星扬体育面临的方向抉择。
创意大奖拿到手软，奥利奥凭什么“一饼当先”？,FDC-21029-1X-CC,亿滋中国,doi.org/10.12156/FUDAN.CASE202102901,市场营销,贸易/批发/零售,复旦大学管理学院,标准案例,"MBA,EMBA",2021-12-13,殷云露,苏艺，金立印,中文,"顾客洞察,创意沟通,品牌塑造,市场营销,奥利奥",,17,9,奥利奥是饼干行业的经典品牌，奥利奥始终紧密围绕 “玩在一起”的品牌精神不断创新营销形式，产出了许多优秀的、有创意的品牌营销方案。本文通过剖析奥利奥持续不断输出优秀创意案例背后的原因，帮助学生理解营销创意产生的过程，理解营销创意如何为品牌沟通服务，把握营销创意的商业本质。
天真蓝：小照片的传奇,FDC-21030-1X-CC,天真蓝,doi.org/10.12156/FUDAN.CASE202103001,"市场营销,服务管理",艺术/娱乐/体育/休闲,复旦大学管理学院,标准案例,"MBA,EMBA,高层管理",2021-12-15,何雁群,杨华颖,中文,"市场竞争,顾客服务,品牌塑造,价值创造,天真蓝",,26,17,天真蓝是2010年创立于上海的一家提供美观证件照、个人形象照和轻写真的连锁摄影公司。通过率先在全国范围内推广“美观证件照”概念，实现证件照写真模式，并基于“造型、拍照、修图一体化”的专业服务模式，天真蓝创建了其独特的价值主张及品牌定位，并得以在全国范围内快速成长，同时也深刻影响了中国人像摄影行业的市场格局。随着人像摄影市场的竞争愈发激烈，天真蓝也面临着经营策略和品牌延伸的艰难抉择。
企业微信：打造企业与12亿人的连接器,FDC-21031-1X-CC,腾讯,doi.org/10.12156/FUDAN.CASE202103101,"战略,信息技术",新一代信息技术,复旦大学管理学院,标准案例,"MBA,EMBA,高层管理",2021-12-30,宁钟,张洁友，许家瑞,中文,"企业组织,协同办公平台,产业互联网,企业微信",数字中国,13,15,企业微信是腾讯微信团队面向企业组织打造的一款协同办公平台，自2016年以来先后经历了连接企业内部组织、连接企业办公系统、连接微信触达12亿消费者等三个阶段。在发展过程中，企业微信前有阿里旗下的钉钉在各大行业深耕布局，后有字节跳动旗下的飞书在奋力追赶，而自带C端基因的企业微信亦遇到如何在B端进行突破的难题。
Rivian公司的“滑板底盘”,FDC-21032-1X-CC,Rivian,doi.org/10.12156/FUDAN.CASE202103201,"战略,运营与管理科学",新能源,复旦大学管理学院,短案例,"MBA,EMBA,其他研究生,高层管理",2021-11-25,陈扬波,,中文,"电动汽车,战略,科创,Rivian",科创,5,0,Rivian公司是一家成立于美国的电动汽车和自动驾驶技术厂商。除了生产电动皮卡汽车之外，Rivian公司及其创始人推出了一款名为“滑板底盘”的电动汽车技术。“滑板底盘”将包括电池在内的所有核心组件嵌入一个紧凑的“滑板”式底盘中，其不仅可以为Rivian公司的多样化的电动车产品提供标准化承载平台，也可以面向电动车市场其他厂商提供标准化的产品合作平台。但市场和其他厂商会接受这一概念吗？
SpaceX的星链计划,FDC-21033-1X-CC,SpaceX,doi.org/10.12156/FUDAN.CASE202103301,"战略,运营与管理科学",高端装备,复旦大学管理学院,短案例,"MBA,EMBA,其他研究生,高层管理",2021-11-26,于佳良,张春依,中文,"科创,技术,市场,竞争,5G",科创,7,0,SpaceX是埃隆·马斯克创立的一家太空探索公司，这家公司的目标是到2050年将100万人送往火星定居，让人类成为一个跨行星物种。为了给这个将要耗费2200亿美元的项目持续注资，Space X开发了Falcon 9、Falcon Heavy等可复用火箭和Starlink星链计划，试图通过火箭发射服务、卫星互联网连接服务和太空旅游业务等获得持续的资金来源。其中，被马斯克寄予厚望的Starlink星链计划面对的是一个未知的市场。他该如何克服Starlink遇到的困境并将其打造为可以持续盈利的项目？
汉朔科技的IPD管理,FDC-21034-1X-CC,汉朔科技,doi.org/10.12156/FUDAN.CASE202103401,"综合管理,信息技术",生物技术/大健康,复旦大学管理学院,短案例,"MBA,EMBA,其他研究生,高层管理",2022-01-19,卢向华,张春依，马蕾,中文,"IPD,研发管理",科创,9,0,汉朔科技是一家电子货架标签提供商，为大型超市和连锁便利店的顾客展示实时和准确的商品价格信息。汉朔科技的电子价签背后有着一整套数字化精细化管理系统，这意味着汉朔的研发管理要响应包括硬件研发制造、软件研发、通讯协议研发和系统集成等较为复杂半定制化的需求，必须兼顾流程的严谨性和敏捷性。为此汉朔科技以IPD为总框架，结合敏捷流程，围绕“范围、进度和质量”三个核心指标制定研发管理流程。为了更好贯彻IPD流程，汉朔科技设置了项目管理办公室，负责研发流程、机会至收款、集成供应链和售后等业务管理。
